slope,aspect,elevation,ndvi,humidity,label
2.4860582,41.781982,1151.0,0.6563902,71.07292,1
2.7484758,50.784016,1134.0,0.6318689,71.07292,1
3.7259066,88.2194,1115.0,0.5808749,71.07292,1
7.5303173,68.44632,1071.0,0.5890531,71.07292,1
6.565601,18.311436,996.0,0.630024,71.07292,1
12.267502,343.4358,1036.0,0.6173351,71.07292,1
2.6267555,37.448116,1056.0,0.5702585,71.07292,1
4.957684,44.64558,1009.0,0.6395677,71.07292,1
2.643044,58.264202,997.0,0.57177377,71.07292,1
3.0661285,74.66685,971.0,0.5803657,71.07292,1
1.8981609,115.302124,947.0,0.55972266,71.07292,1
1.77045,332.0986,942.0,0.5453666,71.07292,1
4.235503,334.3754,961.0,0.5150852,71.07292,1
5.884958,310.378,954.0,0.4833344,69.39432,1
6.3339815,327.95804,993.0,0.50645757,69.39432,1
7.7363772,333.33954,1011.0,0.53078425,69.39432,1
2.4917626,1.3604335,1052.0,0.46207735,69.39432,1
6.960561,100.98797,1010.0,0.40086415,69.39432,1
4.2737074,320.50757,948.0,0.40349177,67.899414,1
6.8032365,316.83035,979.0,0.42254308,67.899414,1
3.5438986,4.784718,1027.0,0.4516719,67.899414,1
1.1201077,331.6035,948.0,0.59707004,72.92775,1
1.5846142,239.2018,957.0,0.60626453,72.92775,1
2.6180208,219.24661,971.0,0.63750225,72.92775,1
2.5598626,185.30377,985.0,0.65724474,72.92775,1
1.6816362,177.98329,975.0,0.5972186,72.92775,1
3.069726,207.5397,984.0,0.6341368,72.92775,1
4.3793817,256.24356,999.0,0.6687918,72.92775,1
5.9185257,282.39847,1056.0,0.6842211,72.92775,1
3.861291,302.6589,1097.0,0.6588852,72.92775,1
1.1260592,87.04956,1111.0,0.6734805,72.92775,1
3.306453,111.57752,1078.0,0.66934,72.92775,1
3.9776723,167.12236,1059.0,0.6769574,72.92775,1
5.166272,206.46504,1063.0,0.6400801,71.07292,1
6.5925126,191.34225,1098.0,0.6123585,71.07292,1
5.219665,152.37473,1085.0,0.6804703,71.07292,1
4.244137,174.40741,1057.0,0.65958107,71.07292,1
4.0330863,208.91783,1078.0,0.6112263,71.07292,1
3.903607,208.98007,1090.0,0.6611065,71.07292,1
6.158381,236.41177,1110.0,0.67176116,71.07292,1
4.624961,264.97757,1177.0,0.6702189,71.07292,1
1.4510525,47.235325,1188.0,0.71141535,71.07292,1
5.936353,53.59217,1159.0,0.6338506,71.07292,1
5.3307557,51.82649,1107.0,0.6459685,71.07292,1
7.1216826,334.0068,1088.0,0.68728787,71.07292,1
5.877438,346.6538,1160.0,0.6110941,71.07292,1
7.5974174,48.706715,1111.0,0.60147774,71.07292,1
9.127101,47.147026,1063.0,0.52708465,71.07292,1
5.3547573,67.803116,997.0,0.5333624,71.07292,1
2.6092184,46.508965,979.0,0.62077737,71.07292,1
2.6575053,29.320446,965.0,0.58720654,71.07292,1
4.299223,338.21893,957.0,0.5978892,71.07292,1
2.4012914,314.3999,992.0,0.56148106,71.07292,1
5.0645337,301.67764,995.0,0.5047535,69.39432,1
5.53544,286.37177,1020.0,0.5265182,69.39432,1
3.4447484,310.9576,1085.0,0.51647174,69.39432,1
8.890199,322.10165,1005.0,0.4413774,67.899414,1
4.236323,349.55325,1038.0,0.46148345,67.899414,1
2.4871008,47.50749,1018.0,0.4677494,67.899414,1
1.2643176,259.43402,959.0,0.64560854,72.92775,1
0.44936544,67.23251,965.0,0.5847881,72.92775,1
0.91128397,134.40038,952.0,0.6180501,72.92775,1
0.877876,289.277,954.0,0.67164844,72.92775,1
0.43026626,254.3686,966.0,0.6336071,72.92775,1
1.2399517,191.0069,961.0,0.64403254,72.92775,1
2.576295,250.28867,970.0,0.63059217,72.92775,1
4.641426,250.33784,1002.0,0.6386961,72.92775,1
6.1883883,224.07158,1044.0,0.66792506,72.92775,1
6.2392135,197.6017,1075.0,0.65050364,72.92775,1
5.5464783,168.33774,1076.0,0.63146305,72.92775,1
4.199759,141.75276,1056.0,0.69159436,72.92775,1
3.5365605,141.79234,1032.0,0.7192067,72.92775,1
3.187156,182.12657,1019.0,0.64940006,71.07292,1
4.8743777,198.3597,1034.0,0.6512201,71.07292,1
3.1824825,190.70833,1045.0,0.72707117,71.07292,1
1.3794968,194.91649,1044.0,0.66847956,71.07292,1
2.3836322,232.5816,1051.0,0.6530174,71.07292,1
3.152545,257.2657,1076.0,0.65623707,71.07292,1
4.551394,241.94923,1103.0,0.6324761,71.07292,1
5.7689786,209.39668,1144.0,0.68452793,71.07292,1
4.8041005,121.98361,1128.0,0.7072917,71.07292,1
